epoch,step,train_kl,train_loss,train_recon_loss,val_kl,val_loss,val_recon_loss
0,49,8.241172326961532e-05,0.018542997539043427,0.018460586667060852,,,
0,99,0.00010216078953817487,0.011624555103480816,0.011522394604980946,,,
0,149,0.00011815490870503709,0.009002839215099812,0.008884684182703495,,,
0,199,0.00014330905105452985,0.007632140070199966,0.0074888309463858604,,,
0,249,0.00015869646449573338,0.006743328645825386,0.006584632210433483,,,
0,299,0.00017346384993288666,0.006673367228358984,0.006499903276562691,,,
0,323,,,,0.000178756847162731,0.0062700118869543076,0.006091255694627762
1,349,0.00018275395268574357,0.0057577150873839855,0.005574961192905903,,,
1,399,0.00019231399346608669,0.005390731617808342,0.0051984176971018314,,,
1,449,0.00019778628484345973,0.005525045096874237,0.005327258724719286,,,
1,499,0.00020609126659110188,0.004770491737872362,0.0045644002966582775,,,
1,549,0.00021134155394975096,0.005134488455951214,0.0049231466837227345,,,
1,599,0.00021369033493101597,0.004921518266201019,0.00470782769843936,,,
1,647,,,,0.00021974548872094601,0.00459712091833353,0.004377375822514296
2,649,0.00021705061953980476,0.005138191860169172,0.0049211410805583,,,
2,699,0.00022108032135292888,0.004238678142428398,0.004017597995698452,,,
2,749,0.00022062812058720738,0.004592477809637785,0.004371849820017815,,,
2,799,0.00022373335377778858,0.003975945990532637,0.0037522127386182547,,,
2,849,0.00022581906523555517,0.004172333981841803,0.003946514800190926,,,
2,899,0.00022766621259506792,0.0036412514746189117,0.0034135852474719286,,,
2,949,0.000228466626140289,0.003877718932926655,0.0036492522340267897,,,
2,971,,,,0.00023310596588999033,0.0037587035913020372,0.0035255965776741505
3,999,0.000230369609198533,0.003576125716790557,0.0033457560930401087,,,
3,1049,0.0002283306239405647,0.0036459460388869047,0.0034176153130829334,,,
3,1099,0.0002294502774020657,0.0036632828414440155,0.0034338326659053564,,,
3,1149,0.0002311070275027305,0.003843441605567932,0.003612334607169032,,,
3,1199,0.00023095073993317783,0.0033168173395097256,0.0030858665704727173,,,
3,1249,0.00023031621822156012,0.003462145570665598,0.0032318292651325464,,,
3,1295,,,,0.00023129711917135864,0.0033363571856170893,0.0031050608959048986
4,1299,0.00023082461848389357,0.0031322722788900137,0.002901447704061866,,,
4,1349,0.00023149790649767965,0.0031633679755032063,0.0029318700544536114,,,
4,1399,0.00022955352324061096,0.0033045432064682245,0.003074989654123783,,,
4,1449,0.00023021511151455343,0.0032118719536811113,0.0029816569294780493,,,
4,1499,0.00023038784274831414,0.0034707903396338224,0.003240402555093169,,,
4,1549,0.0002295227604918182,0.0031379039864987135,0.0029083811677992344,,,
4,1599,0.00022833902039565146,0.0031481930054724216,0.002919853897765279,,,
4,1619,,,,0.00023431504087056965,0.0030795212369412184,0.002845205133780837
5,1649,0.0002304567606188357,0.0032470575533807278,0.003016600850969553,,,
5,1699,0.0002310110576217994,0.002975612413138151,0.0027446013409644365,,,
5,1749,0.0002304177760379389,0.002866736613214016,0.0026363187935203314,,,
5,1799,0.0002291038545081392,0.0031874082051217556,0.00295830424875021,,,
5,1849,0.00022764714958611876,0.0031605002004653215,0.002932853065431118,,,
5,1899,0.0002281094784848392,0.002993438160046935,0.002765328623354435,,,
5,1943,,,,0.00023898703511804342,0.0032397268805652857,0.0030007397290319204
6,1949,0.00022782785526942462,0.0029777914751321077,0.002749963663518429,,,
6,1999,0.00022896630980540067,0.003580267308279872,0.0033513009548187256,,,
6,2049,0.00022852743859402835,0.0029605780728161335,0.0027320506051182747,,,
6,2099,0.0002279322361573577,0.0028088316321372986,0.0025808995123952627,,,
6,2149,0.00022819956939201802,0.0026613485533744097,0.0024331489112228155,,,
6,2199,0.0002292749850312248,0.0033356102649122477,0.0031063351780176163,,,
6,2249,0.00022676972730550915,0.002619735896587372,0.002392966067418456,,,
6,2267,,,,0.00023395051539409906,0.002735481597483158,0.0025015308056026697
7,2299,0.00022771430667489767,0.002568801399320364,0.0023410869762301445,,,
7,2349,0.0002297972678206861,0.002845264505594969,0.0026154671795666218,,,
7,2399,0.00022909663675818592,0.0023948433808982372,0.0021657466422766447,,,
7,2449,0.00022929164697416127,0.0025287200696766376,0.002299428451806307,,,
7,2499,0.0002293319848831743,0.0025441411416977644,0.0023148092441260815,,,
7,2549,0.00022712649661116302,0.0037620633374899626,0.003534936811774969,,,
7,2591,,,,0.00022970286954659969,0.0025548546109348536,0.0023251515813171864
8,2599,0.00022917841852176934,0.0025307750329375267,0.0023015965707600117,,,
8,2649,0.0002280791086377576,0.0023981588892638683,0.002170079853385687,,,
8,2699,0.00022826562053523958,0.0022880053147673607,0.0020597397815436125,,,
8,2749,0.00022710907796863467,0.002650548005476594,0.0024234389420598745,,,
8,2799,0.00022788721253164113,0.002719692187383771,0.0024918050039559603,,,
8,2849,0.00022852318943478167,0.0022282246500253677,0.0019997013732790947,,,
8,2899,0.00022666450240649283,0.0025667378213256598,0.0023400732316076756,,,
8,2915,,,,0.0002318440529052168,0.0024733957834541798,0.0022415518760681152
9,2949,0.00022681485279463232,0.002309356350451708,0.002082541584968567,,,
9,2999,0.0002263145725009963,0.002392423804849386,0.0021661091595888138,,,
9,3049,0.0002246734220534563,0.00232021976262331,0.0020955463405698538,,,
9,3099,0.00022674731735605747,0.002368467627093196,0.0021417203824967146,,,
9,3149,0.00022691008052788675,0.0020565378945320845,0.0018296277849003673,,,
9,3199,0.00022728291514795274,0.0024611910339444876,0.0022339080460369587,,,
9,3239,,,,0.00022359997092280537,0.002324176486581564,0.0021005761809647083
10,3249,0.00022722582798451185,0.0023263050243258476,0.002099079079926014,,,
10,3299,0.0002273002901347354,0.0023037849459797144,0.002076484728604555,,,
10,3349,0.00022649069433100522,0.002383372513577342,0.0021568818483501673,,,
10,3399,0.00022570925648324192,0.002221780363470316,0.0019960710778832436,,,
10,3449,0.00022548325068783015,0.002297229366376996,0.0020717461593449116,,,
10,3499,0.00022573047317564487,0.002239375375211239,0.002013644902035594,,,
10,3549,0.00022735986567568034,0.002362221945077181,0.002134862123057246,,,
10,3563,,,,0.0002272106648888439,0.002418740652501583,0.002191530540585518
11,3599,0.00022386196360457689,0.0022170734591782093,0.0019932114519178867,,,
11,3649,0.0002251087425975129,0.0021139567252248526,0.0018888480262830853,,,
11,3699,0.00022533955052495003,0.002217121422290802,0.001991781871765852,,,
11,3749,0.00022369028010871261,0.0021097464486956596,0.0018860561540350318,,,
11,3799,0.00022448418894782662,0.002155475551262498,0.0019309914205223322,,,
11,3849,0.00022498477483168244,0.0021588834933936596,0.001933898776769638,,,
11,3887,,,,0.00022361254377756268,0.0025003738701343536,0.002276761457324028
12,3899,0.00022649501624982804,0.0022353229578584433,0.002008827868849039,,,
12,3949,0.00022573134629055858,0.0019953506998717785,0.001769619295373559,,,
12,3999,0.00022739834093954414,0.0024648120161145926,0.002237413777038455,,,
12,4049,0.0002241496549686417,0.0020153941586613655,0.0017912444891408086,,,
12,4099,0.00022374553373083472,0.002135850489139557,0.0019121048972010612,,,
12,4149,0.00022363036987371743,0.001964700175449252,0.0017410698346793652,,,
12,4199,0.0002239033201476559,0.0019797973800450563,0.001755894161760807,,,
12,4211,,,,0.00021958349680062383,0.002152812434360385,0.0019332290394231677
13,4249,0.00022530012938659638,0.0018906744662672281,0.0016653743805363774,,,
13,4299,0.00022216382785700262,0.0018414484802633524,0.0016192846233025193,,,
13,4349,0.00022200195235200226,0.0020811716094613075,0.0018591696862131357,,,
13,4399,0.00022161059314385056,0.0020350052509456873,0.0018133945995941758,,,
13,4449,0.00022289399930741638,0.0021271894220262766,0.001904295408166945,,,
13,4499,0.00022365151380654424,0.002119869226589799,0.0018962176982313395,,,
13,4535,,,,0.00022386937052942812,0.0023333390709012747,0.0021094700787216425
14,4549,0.00022349027858581394,0.002018179278820753,0.0017946891020983458,,,
14,4599,0.00022329272178467363,0.0019687397871166468,0.0017454471671953797,,,
14,4649,0.00022396592248696834,0.0019514639861881733,0.0017274980200454593,,,
14,4699,0.00022216950310394168,0.0019953406881541014,0.0017731711268424988,,,
14,4749,0.0002201898896601051,0.002142160665243864,0.0019219708628952503,,,
14,4799,0.0002232241677120328,0.0019301801221445203,0.0017069559544324875,,,
14,4849,0.00022226086002774537,0.002942355116829276,0.002720094285905361,,,
14,4859,,,,0.00021994204143993556,0.002094184746965766,0.0018742430256679654
15,4899,0.00022329066996462643,0.0018943899776786566,0.0016710993368178606,,,
15,4949,0.00022205698769539595,0.0022212150506675243,0.0019991579465568066,,,
15,4999,0.00021926076442468911,0.0019483580254018307,0.0017290972173213959,,,
15,5049,0.00022084038937464356,0.0018806171137839556,0.001659776782616973,,,
15,5099,0.00022106553660705686,0.0019448071252554655,0.0017237416468560696,,,
15,5149,0.0002184525947086513,0.0019088692497462034,0.001690416713245213,,,
15,5183,,,,0.00022387999342754483,0.0019118996569886804,0.001688019372522831
16,5199,0.0002212438703281805,0.001940511749126017,0.0017192679224535823,,,
16,5249,0.00022443945636041462,0.001888067228719592,0.001663627801463008,,,
16,5299,0.00022103024821262807,0.0018595816800370812,0.0016385514754801989,,,
16,5349,0.00021958893921691924,0.0018048969795927405,0.0015853079967200756,,,
16,5399,0.0002209991216659546,0.0019055318553000689,0.0016845327336341143,,,
16,5449,0.00022198967053554952,0.002000940963625908,0.0017789513804018497,,,
16,5499,0.00022080857888795435,0.0017723325872793794,0.0015515240374952555,,,
16,5507,,,,0.0002192930696764961,0.002060404047369957,0.0018411112250760198
17,5549,0.0002213447296526283,0.0018533109687268734,0.0016319662099704146,,,
17,5599,0.00022288219770416617,0.002041939878836274,0.0018190577393397689,,,
17,5649,0.00022139234351925552,0.0018581290496513247,0.0016367366770282388,,,
17,5699,0.0002201441238867119,0.0018044650787487626,0.001584320911206305,,,
17,5749,0.00021999128512106836,0.0021631340496242046,0.0019431428518146276,,,
17,5799,0.00021844336879439652,0.0017133314395323396,0.0014948880998417735,,,
17,5831,,,,0.00022247724700719118,0.001893616165034473,0.0016711391508579254
18,5849,0.00022029034153092653,0.001885019475594163,0.0016647290904074907,,,
18,5899,0.0002200584567617625,0.001935057109221816,0.001714998623356223,,,
18,5949,0.00022154451289679855,0.0016868736129254103,0.0014653290854766965,,,
18,5999,0.00021846809249836951,0.0017230820376425982,0.001504613901488483,,,
18,6049,0.00021899417333770543,0.001832636189647019,0.0016136419726535678,,,
18,6099,0.0002190921950386837,0.0018886593170464039,0.0016695670783519745,,,
18,6149,0.00021804438438266516,0.0018169787945225835,0.0015989344101399183,,,
18,6155,,,,0.0002133239177055657,0.0018422581488266587,0.0016289339400827885
19,6199,0.0002195990236941725,0.0019510433776304126,0.0017314443830400705,,,
19,6249,0.0002178767608711496,0.0020833248272538185,0.0018654480809345841,,,
19,6299,0.00021916645346209407,0.0017882473766803741,0.001569080981425941,,,
19,6349,0.00021877660765312612,0.0018440550193190575,0.0016252783825621009,,,
19,6399,0.00022067155805416405,0.0018108017975464463,0.0015901302685961127,,,
19,6449,0.0002161273150704801,0.0017460116650909185,0.0015298842918127775,,,
19,6479,,,,0.00021351466421037912,0.0018575878348201513,0.0016440730541944504
20,6499,0.00021633249707520008,0.0017850477015599608,0.0015687152044847608,,,
20,6549,0.0002174581604776904,0.0019688853062689304,0.001751427073031664,,,
20,6599,0.00021594218560494483,0.0017945896834135056,0.0015786475269123912,,,
20,6649,0.00021872886281926185,0.0019274185178801417,0.0017086896114051342,,,
20,6699,0.00021500646835193038,0.0017077934462577105,0.001492787036113441,,,
20,6749,0.00021754807676188648,0.0017825139220803976,0.0015649658162146807,,,
20,6799,0.00021720249787904322,0.0021366782020777464,0.0019194757333025336,,,
20,6803,,,,0.00021892225777264684,0.0019136791815981269,0.0016947569092735648
21,6849,0.00022010774409864098,0.001740356907248497,0.0015202491777017713,,,
21,6899,0.00021404966537375003,0.001749003422446549,0.0015349537134170532,,,
21,6949,0.0002150127402273938,0.0017084244173020124,0.0014934117207303643,,,
21,6999,0.00021479198767337948,0.0017115490045398474,0.0014967570314183831,,,
21,7049,0.00021594729332718998,0.0018352834740653634,0.0016193361952900887,,,
21,7099,0.00021564419148489833,0.0018562059849500656,0.0016405618516728282,,,
21,7127,,,,0.00021788684534840286,0.002045511733740568,0.0018276249757036567
22,7149,0.00021449755877256393,0.0017316166777163744,0.0015171191189438105,,,
22,7199,0.00021294922044035047,0.001661935937590897,0.0014489867025986314,,,
22,7249,0.00021557249419856817,0.0016569081926718354,0.0014413356548175216,,,
22,7299,0.00021372013725340366,0.001647982164286077,0.0014342620270326734,,,
22,7349,0.0002148506318917498,0.0017669230001047254,0.0015520723536610603,,,
22,7399,0.00021573447156697512,0.0017033751355484128,0.0014876406639814377,,,
22,7449,0.00021483487216755748,0.002175797475501895,0.0019609625451266766,,,
22,7451,,,,0.00021868049225304276,0.0018220238853245974,0.0016033430583775043
23,7499,0.00021116562129464,0.0015968106454238296,0.0013856450095772743,,,
23,7549,0.00021361291874200106,0.0015979307936504483,0.0013843178749084473,,,
23,7599,0.00021235908207017928,0.0017721230397000909,0.001559763913974166,,,
23,7649,0.0002147436753148213,0.0015881839208304882,0.0013734402600675821,,,
23,7699,0.0002151941880583763,0.0016087985131889582,0.0013936043251305819,,,
23,7749,0.0002134649403160438,0.0016105412505567074,0.0013970762956887484,,,
23,7775,,,,0.00020908536680508405,0.0017238642321899533,0.001514779170975089
24,7799,0.00021403789287433028,0.0016987549606710672,0.0014847171260043979,,,
24,7849,0.00021139750606380403,0.0015341530088335276,0.001322755473665893,,,
24,7899,0.00021186796948313713,0.0015449213096871972,0.00133305334020406,,,
24,7949,0.000213632796658203,0.001622538547962904,0.0014089057222008705,,,
24,7999,0.00021234480664134026,0.0016404705820605159,0.0014281257754191756,,,
24,8049,0.00021409931650850922,0.0016633685445412993,0.0014492692425847054,,,
24,8099,0.0002157047565560788,0.0020736439619213343,0.0018579392926767468,,,
24,8099,,,,0.00020562678400892764,0.0017490274040028453,0.0015434010419994593
25,8149,0.00021292114979587495,0.0015858517726883292,0.0013729305937886238,,,
25,8199,0.00021183864737395197,0.0016194909112527966,0.00140765227843076,,,
25,8249,0.00021155049034859985,0.0015851680655032396,0.0013736175606027246,,,
25,8299,0.0002102726575685665,0.0017949219327419996,0.0015846493188291788,,,
25,8349,0.00020973583741579205,0.001731554395519197,0.0015218185726553202,,,
25,8399,0.00021145159553270787,0.0016360717127099633,0.0014246201608330011,,,
25,8423,,,,0.00021077884593978524,0.0017350466223433614,0.0015242677181959152
26,8449,0.0002105793682858348,0.0016767659690231085,0.0014661866007372737,,,
26,8499,0.00021034156088717282,0.0015924840699881315,0.0013821425382047892,,,
26,8549,0.00021115278650540859,0.0017717803129926324,0.0015606274828314781,,,
26,8599,0.00021018071856815368,0.002093879971653223,0.0018836992094293237,,,
26,8649,0.00020967422460671514,0.0015095891430974007,0.0012999149039387703,,,
26,8699,0.0002097018586937338,0.0018109296215698123,0.001601227791979909,,,
26,8747,,,,0.00021516108245123178,0.0016080482164397836,0.0013928867410868406
27,8749,0.00021226535318419337,0.0016931837890297174,0.0014809183776378632,,,
27,8799,0.0002111123758368194,0.0016145450063049793,0.0014034326886758208,,,
27,8849,0.0002105219755321741,0.0015408179024234414,0.0013302959268912673,,,
27,8899,0.00020942055562045425,0.0014976566890254617,0.0012882361188530922,,,
27,8949,0.00020789400150533766,0.0015751386526972055,0.0013672446366399527,,,
27,8999,0.0002090018824674189,0.0014799446798861027,0.0012709428556263447,,,
27,9049,0.00020723477064166218,0.001554721500724554,0.0013474867446348071,,,
27,9071,,,,0.00020502583356574178,0.0016456878511235118,0.001440662075765431
28,9099,0.00021098383876960725,0.0015453719533979893,0.0013343881582841277,,,
28,9149,0.0002091939968522638,0.0017704239580780268,0.0015612299321219325,,,
28,9199,0.00020752988348249346,0.0015213699080049992,0.001313840039074421,,,
28,9249,0.00020814170420635492,0.0014885136624798179,0.0012803719146177173,,,
28,9299,0.00020821343059651554,0.001798618002794683,0.001590404543094337,,,
28,9349,0.00020660815062001348,0.0014353811275213957,0.0012287730351090431,,,
28,9395,,,,0.00021004061272833496,0.0017010439187288284,0.0014910034369677305
29,9399,0.0002074493677355349,0.0015129991807043552,0.0013055498711764812,,,
29,9449,0.0002062076673610136,0.0014318616595119238,0.0012256540358066559,,,
29,9499,0.00020691147074103355,0.0016864171484485269,0.0014795056777074933,,,
29,9549,0.0002112277870764956,0.0014541345881298184,0.0012429067865014076,,,
29,9599,0.00020672791288234293,0.0017775441519916058,0.0015708162682130933,,,
29,9649,0.00020729760581161827,0.001408279174938798,0.0012009815545752645,,,
29,9699,0.00020743311324622482,0.0014805460814386606,0.0012731129536405206,,,
29,9719,,,,0.00021396353258751333,0.0014766220701858401,0.0012626582756638527
30,9749,0.00021058488346170634,0.0014648642390966415,0.0012542793992906809,,,
30,9799,0.00020985683659091592,0.001819721655920148,0.001609864761121571,,,
30,9849,0.00020807614782825112,0.001637910958379507,0.0014298348687589169,,,
30,9899,0.00020698214939329773,0.0019293957157060504,0.001722413580864668,,,
30,9949,0.00020805039093829691,0.0013872130075469613,0.0011791626457124949,,,
30,9999,0.000204652184038423,0.0014201834565028548,0.0012155312579125166,,,
30,10043,,,,0.00020663489704020321,0.0016399705782532692,0.0014333355939015746
31,10049,0.00020775212033186108,0.0015975905116647482,0.0013898384058848023,,,
31,10099,0.0002074250514851883,0.001384181436151266,0.001176756341010332,,,
31,10149,0.0002093898510793224,0.001517220982350409,0.0013078311458230019,,,
31,10199,0.0002063824504148215,0.0013761940645053983,0.0011698115849867463,,,
31,10249,0.00020444999972824007,0.001483582309447229,0.001279132324270904,,,
31,10299,0.00020621411385945976,0.0014550492633134127,0.0012488351203501225,,,
31,10349,0.00020572268113028258,0.0015445075696334243,0.0013387849321588874,,,
31,10367,,,,0.00020485611457843333,0.0016249293694272637,0.001420072978362441
32,10399,0.00020548354950733483,0.0018732883036136627,0.0016678047832101583,,,
32,10449,0.00020662907627411187,0.0014627958880737424,0.001256166840903461,,,
