epoch,step,train_kl,train_loss,train_recon_loss,val_kl,val_loss,val_recon_loss
0,49,6.558331369888037e-05,0.064500592648983,0.06443501263856888,,,
0,99,9.248714195564389e-05,0.025203408673405647,0.025110920891165733,,,
0,149,0.00011104565783170983,0.020416876301169395,0.020305830985307693,,,
0,190,,,,0.00012169260298833251,0.017552461475133896,0.017430773004889488
1,199,0.00012479715223889798,0.01903083734214306,0.018906040117144585,,,
1,249,0.0001393413112964481,0.01466711238026619,0.014527770690619946,,,
1,299,0.0001488791749579832,0.012021084316074848,0.011872204951941967,,,
1,349,0.00015791365876793861,0.012072362005710602,0.01191444881260395,,,
1,381,,,,0.00016289757331833243,0.011368712410330772,0.011205816641449928
2,399,0.00016642792616039515,0.01125932577997446,0.0110928975045681,,,
2,449,0.00017170024511869997,0.011495212092995644,0.011323511600494385,,,
2,499,0.00017811902216635644,0.011057049036026001,0.010878929868340492,,,
2,549,0.00018572575936559588,0.008323045447468758,0.00813731923699379,,,
2,572,,,,0.00018482950690668076,0.007982018403708935,0.00779718765988946
3,599,0.0001881429343484342,0.008513025939464569,0.008324882946908474,,,
3,649,0.00019423302728682756,0.008213936351239681,0.008019703440368176,,,
3,699,0.00020066823344677687,0.007659872993826866,0.0074592046439647675,,,
3,749,0.000202959927264601,0.0071219694800674915,0.0069190096110105515,,,
3,763,,,,0.00020115870574954897,0.006663245614618063,0.006462086457759142
4,799,0.00020764023065567017,0.006506853736937046,0.006299213506281376,,,
4,849,0.00021049250790383667,0.0065684085711836815,0.006357916165143251,,,
4,899,0.00021205302618909627,0.0061369892209768295,0.005924936383962631,,,
4,949,0.00021594155987259,0.005826607346534729,0.005610665772110224,,,
4,954,,,,0.00021884059242438525,0.005368171259760857,0.005149330943822861
5,999,0.00021830591140314937,0.005862731020897627,0.00564442528411746,,,
5,1049,0.00022143032401800156,0.005484657362103462,0.005263227038085461,,,
5,1099,0.00022329318744596094,0.005374548491090536,0.005151255521923304,,,
5,1145,,,,0.00022481853375211358,0.004950548987835646,0.00472573097795248
6,1149,0.00022582741803489625,0.004992225207388401,0.0047663976438343525,,,
6,1199,0.00022657829686067998,0.0051444945856928825,0.004917916376143694,,,
6,1249,0.00022976899344939739,0.0054259710013866425,0.005196202080696821,,,
6,1299,0.00022986801923252642,0.005492319352924824,0.005262451246380806,,,
6,1336,,,,0.00023085824795998633,0.0045936997048556805,0.004362841136753559
7,1349,0.00022970332065597177,0.004755366127938032,0.004525662865489721,,,
7,1399,0.00023129316105041653,0.004805917851626873,0.0045746248215436935,,,
7,1449,0.0002325952664250508,0.004093787632882595,0.0038611923810094595,,,
7,1499,0.0002324270026292652,0.0045793913304805756,0.004346964415162802,,,
7,1527,,,,0.00023564451839774847,0.004443536512553692,0.004207891877740622
8,1549,0.00023472923203371465,0.004353953525424004,0.00411922438070178,,,
8,1599,0.00023791719286236912,0.004483893048018217,0.004245975986123085,,,
8,1649,0.00023561553098261356,0.004268113523721695,0.004032498225569725,,,
8,1699,0.00023834688181523234,0.004324560984969139,0.004086214117705822,,,
8,1718,,,,0.00023607449838891625,0.0038322550244629383,0.0035961801186203957
9,1749,0.00023656446137465537,0.003662950824946165,0.0034263862762600183,,,
9,1799,0.0002380054211243987,0.00421903608366847,0.00398103054612875,,,
9,1849,0.00023910627351142466,0.0045762211084365845,0.0043371147476136684,,,
9,1899,0.00024020222190301865,0.004583005793392658,0.004342803731560707,,,
9,1909,,,,0.00023665014305152,0.0039717890322208405,0.003735138103365898
10,1949,0.00023828650591894984,0.0034633066970854998,0.003225020132958889,,,
10,1999,0.00023960130056366324,0.003512890078127384,0.00327328871935606,,,
10,2049,0.00023740786127746105,0.004279907792806625,0.004042500164359808,,,
10,2099,0.00023864922695793211,0.0038840838242322206,0.003645434509962797,,,
10,2100,,,,0.00023909565061330795,0.0034934256691485643,0.0032543302513659
11,2149,0.00024086958728730679,0.003702184883877635,0.003461315296590328,,,
11,2199,0.00023930742463562638,0.0034862675238400698,0.003246959997341037,,,
11,2249,0.00023998355027288198,0.0036161807365715504,0.00337619730271399,,,
11,2291,,,,0.00024125644995365292,0.003628453705459833,0.00338719692081213
12,2299,0.00024188373936340213,0.003575697308406234,0.0033338135108351707,,,
12,2349,0.0002384073450230062,0.003271611174568534,0.0030332037713378668,,,
12,2399,0.0002381303784204647,0.0035037598572671413,0.0032656295225024223,,,
12,2449,0.00024049912462942302,0.004186251666396856,0.003945752512663603,,,
12,2482,,,,0.00024023387231864035,0.003116343170404434,0.0028761092107743025
13,2499,0.00024117471184581518,0.003308725543320179,0.0030675509478896856,,,
13,2549,0.00023944540589582175,0.0034805263858288527,0.0032410810235887766,,,
13,2599,0.00024207519891206175,0.0033130182418972254,0.003070943057537079,,,
13,2649,0.00024167403171304613,0.0030585122294723988,0.002816838212311268,,,
13,2673,,,,0.00024012397625483572,0.0028700658585876226,0.002629941562190652
14,2699,0.00024014213704504073,0.002972111338749528,0.002731969114392996,,,
14,2749,0.00023933286138344556,0.002803004113957286,0.0025636712089180946,,,
14,2799,0.00024069663777481765,0.002932622330263257,0.002691925736144185,,,
14,2849,0.00024105327611323446,0.003115713130682707,0.002874659840017557,,,
14,2864,,,,0.00023855079780332744,0.003084642579779029,0.0028460919857025146
15,2899,0.000239644170505926,0.0031087787356227636,0.002869134536013007,,,
15,2949,0.00024027808103710413,0.0031392844393849373,0.002899006474763155,,,
15,2999,0.0002390588924754411,0.002834811806678772,0.0025957529433071613,,,
15,3049,0.0002383377286605537,0.0027636985760182142,0.0025253607891499996,,,
15,3055,,,,0.00024125193885993212,0.002989819971844554,0.0027485680766403675
16,3099,0.00024075727560557425,0.0032606215681880713,0.0030198642052710056,,,
16,3149,0.000239720189711079,0.0027692399453371763,0.0025295198429375887,,,
16,3199,0.0002395179180894047,0.0027496269904077053,0.0025101089850068092,,,
16,3246,,,,0.0002371673908783123,0.003048813669010997,0.002811646554619074
17,3249,0.00023990048794075847,0.002900359919294715,0.0026604593731462955,,,
17,3299,0.00023971221526153386,0.0029789323452860117,0.0027392201591283083,,,
17,3349,0.00023944136046338826,0.002629002556204796,0.002389561152085662,,,
17,3399,0.00023914927442092448,0.0027384255081415176,0.0024992763064801693,,,
17,3437,,,,0.00023829465499147773,0.0026244805194437504,0.002386186271905899
18,3449,0.0002395675255684182,0.002976395422592759,0.002736827824264765,,,
18,3499,0.00023874790349509567,0.0027143247425556183,0.002475576940923929,,,
18,3549,0.00023822695948183537,0.0027552053797990084,0.002516978420317173,,,
18,3599,0.0002373278111917898,0.0029775435104966164,0.0027402157429605722,,,
18,3628,,,,0.0002377438941039145,0.003013955894857645,0.0027762120589613914
19,3649,0.00023615059035364538,0.0025897077284753323,0.002353557152673602,,,
19,3699,0.0002388252760283649,0.0026827040128409863,0.0024438786786049604,,,
19,3749,0.00023737656010780483,0.003014178713783622,0.0027768020518124104,,,
19,3799,0.00023782509379088879,0.0026669225189834833,0.0024290974251925945,,,
19,3819,,,,0.0002365473483223468,0.002475637709721923,0.0022390903905034065
20,3849,0.00023646630870644003,0.002387668937444687,0.002151202643290162,,,
20,3899,0.00023663452884647995,0.002549072727560997,0.0023124380968511105,,,
20,3949,0.0002363148523727432,0.002920023165643215,0.0026837082114070654,,,
20,3999,0.00023645971668884158,0.002403547987341881,0.0021670882124453783,,,
20,4010,,,,0.00023514452914241701,0.002487177262082696,0.002252032980322838
21,4049,0.00023688998771831393,0.00275203725323081,0.0025151472073048353,,,
21,4099,0.00023521776893176138,0.0024621582124382257,0.002226940356194973,,,
21,4149,0.00023551743652205914,0.0026870828587561846,0.0024515653494745493,,,
21,4199,0.00023484829580411315,0.0024889518972486258,0.0022541035432368517,,,
21,4201,,,,0.00023378469632007182,0.0024419112596660852,0.002208126476034522
22,4249,0.00023483691620640457,0.0026582032442092896,0.0024233662988990545,,,
22,4299,0.00023507226433139294,0.0023626878391951323,0.002127615502104163,,,
22,4349,0.00023330000112764537,0.002379375509917736,0.0021460754796862602,,,
22,4392,,,,0.00023479510855395347,0.0024775960482656956,0.0022428007796406746
23,4399,0.00023311367840506136,0.003283614991232753,0.0030505012255162,,,
23,4449,0.0002338703634450212,0.0023651581723243,0.002131287707015872,,,
23,4499,0.00023318784951698035,0.0024179229512810707,0.002184735145419836,,,
23,4549,0.00023488393344450742,0.002439770381897688,0.002204886404797435,,,
23,4583,,,,0.00023259730369318277,0.0024139652960002422,0.00218136771582067
24,4599,0.00023343066277448088,0.0022815722040832043,0.0020481415558606386,,,
24,4649,0.00023483717814087868,0.0024119571316987276,0.002177119953557849,,,
24,4699,0.0002336581819690764,0.0024368830490857363,0.002203224925324321,,,
24,4749,0.0002311285206815228,0.0023676762357354164,0.0021365478169173002,,,
24,4774,,,,0.00023159681586548686,0.0024138004519045353,0.002182204043492675
25,4799,0.00023169910127762705,0.0022299173288047314,0.0019982182420790195,,,
25,4849,0.00023367202084045857,0.00224419217556715,0.0020105200819671154,,,
25,4899,0.00023250059166457504,0.0028163869865238667,0.002583886496722698,,,
25,4949,0.00023196308757178485,0.002394338371232152,0.0021623752545565367,,,
25,4965,,,,0.00023078639060258865,0.0024263006635010242,0.0021955142728984356
26,4999,0.00023429631255567074,0.002380521036684513,0.0021462247241288424,,,
26,5049,0.000230802979785949,0.002154402667656541,0.001923599629662931,,,
26,5099,0.0002313127915840596,0.0024889460764825344,0.0022576332557946444,,,
26,5149,0.00023047300055623055,0.002771168714389205,0.0025406957138329744,,,
26,5156,,,,0.00022913806606084108,0.0022928619291633368,0.002063724212348461
27,5199,0.00023004018294159323,0.0024848682805895805,0.0022548281121999025,,,
27,5249,0.0002316694299224764,0.0022056715097278357,0.001974001992493868,,,
27,5299,0.00022859065211378038,0.002224416472017765,0.001995825907215476,,,
27,5347,,,,0.0002316629106644541,0.002286238130182028,0.002054574666544795
28,5349,0.000229560726438649,0.002246655523777008,0.0020170947536826134,,,
28,5399,0.0002275317965541035,0.00240822765044868,0.002180695766583085,,,
28,5449,0.000230381716392003,0.0022479703184217215,0.0020175885874778032,,,
28,5499,0.00022885538055561483,0.0021559966262429953,0.0019271413329988718,,,
28,5538,,,,0.0002303602668689564,0.0021815195214003325,0.0019511595601215959
29,5549,0.00022952421568334103,0.0022043134085834026,0.0019747891929000616,,,
29,5599,0.00022909884864930063,0.0021676516626030207,0.0019385527120903134,,,
29,5649,0.00022889628598932177,0.0021421348210424185,0.001913238549605012,,,
29,5699,0.00022901594638824463,0.002348229056224227,0.0021192131098359823,,,
29,5729,,,,0.00022764010645914823,0.0023271169047802687,0.0020994769874960184
30,5749,0.00022759106650482863,0.0021253458689898252,0.0018977547297254205,,,
30,5799,0.00022877671290189028,0.00207490473985672,0.0018461279105395079,,,
30,5849,0.00022931606508791447,0.0021492806263267994,0.001919964561238885,,,
30,5899,0.00022804738546255976,0.0019825210329145193,0.0017544736620038748,,,
30,5920,,,,0.00022563364473171532,0.002108498476445675,0.0018828649772331119
31,5949,0.0002259617467643693,0.0020119918044656515,0.0017860300140455365,,,
31,5999,0.00022693166101817042,0.0022139293141663074,0.0019869976677000523,,,
31,6049,0.00022871220426168293,0.0021279759239405394,0.0018992637051269412,,,
31,6099,0.00022709138283971697,0.002044866792857647,0.0018177754245698452,,,
31,6111,,,,0.00022654968779534101,0.002076262841001153,0.0018497135024517775
32,6149,0.00022522153449244797,0.001980879809707403,0.0017556583043187857,,,
32,6199,0.0002272275451105088,0.0020841374062001705,0.0018569098319858313,,,
32,6249,0.00022780988365411758,0.0024113841354846954,0.002183574251830578,,,
32,6299,0.00022501475177705288,0.002039204118773341,0.0018141893669962883,,,
32,6302,,,,0.00022482011991087347,0.0019801687449216843,0.0017553485231474042
33,6349,0.00022565324616152793,0.0020387591794133186,0.0018131060060113668,,,
33,6399,0.00022601798991672695,0.0019736308604478836,0.001747612957842648,,,
33,6449,0.0002254408464068547,0.0021127203945070505,0.0018872794462367892,,,
33,6493,,,,0.00022605877893511206,0.002210906706750393,0.0019848477095365524
34,6499,0.00022489106049761176,0.00202556187286973,0.0018006708705797791,,,
34,6549,0.00022353255189955235,0.0019547187257558107,0.0017311861738562584,,,
34,6599,0.00022507520043291152,0.002023081760853529,0.001798006589524448,,,
