epoch,step,train_kl,train_loss,train_recon_loss,val_kl,val_loss,val_recon_loss
0,49,8.305499068228528e-05,0.018934940919280052,0.018851885572075844,,,
0,99,9.44578496273607e-05,0.014145123772323132,0.014050666242837906,,,
0,149,0.00011152284423587844,0.010160836391150951,0.010049313306808472,,,
0,199,0.00013186628348194063,0.007382674142718315,0.007250807713717222,,,
0,249,0.00014786362589802593,0.006349335424602032,0.006201471667736769,,,
0,299,0.00016423074703197926,0.00612848624587059,0.005964255426079035,,,
0,323,,,,0.00016941098147071898,0.0060765803791582584,0.005907169543206692
1,349,0.0001755133125698194,0.005692522972822189,0.005517009645700455,,,
1,399,0.0001836240553529933,0.005699438042938709,0.0055158138275146484,,,
1,449,0.0001903278607642278,0.005883601028472185,0.005693273153156042,,,
1,499,0.00019833982514683157,0.005352081265300512,0.005153741221874952,,,
1,549,0.00020172836957499385,0.004616415593773127,0.0044146873988211155,,,
1,599,0.00020730332471430302,0.0047002192586660385,0.004492915701121092,,,
1,647,,,,0.00022122933296486735,0.0047713834792375565,0.004550154320895672
2,649,0.00020923496049363166,0.004083319567143917,0.0038740846794098616,,,
2,699,0.00021047295012976974,0.004144822712987661,0.003934349864721298,,,
2,749,0.00021450352505780756,0.004015364218503237,0.003800860606133938,,,
2,799,0.00021900235151406378,0.0036316802725195885,0.0034126779064536095,,,
2,849,0.00022009776148479432,0.00402300339192152,0.0038029055576771498,,,
2,899,0.00022149931464809924,0.0036712773144245148,0.0034497780725359917,,,
2,949,0.00022170727606862783,0.0038145030848681927,0.003592795692384243,,,
2,971,,,,0.00022211551549844444,0.0036562085151672363,0.0034340927377343178
3,999,0.0002249567914986983,0.003667291486635804,0.003442334709689021,,,
3,1049,0.00022420332243200392,0.0039107645861804485,0.003686561482027173,,,
3,1099,0.0002254494174849242,0.003503483487293124,0.0032780340407043695,,,
3,1149,0.0002249504905194044,0.0038328298833221197,0.0036078793928027153,,,
3,1199,0.00022569997236132622,0.0033914188388735056,0.0031657188665121794,,,
3,1249,0.00022602465469390154,0.003055584616959095,0.0028295598458498716,,,
3,1295,,,,0.0002236194268334657,0.0031856761779636145,0.002962056314572692
4,1299,0.00022693176288157701,0.0032839635387063026,0.003057031659409404,,,
4,1349,0.00022677495144307613,0.0031884280033409595,0.0029616530518978834,,,
4,1399,0.0002246974327135831,0.003348409431055188,0.0031237120274454355,,,
4,1449,0.00022467548842541873,0.0033519230782985687,0.0031272475607693195,,,
4,1499,0.00022502067440655082,0.0030742515809834003,0.002849231008440256,,,
4,1549,0.0002261498011648655,0.003003843827173114,0.0027776940260082483,,,
4,1599,0.00022543090744875371,0.002802341477945447,0.0025769106578081846,,,
4,1619,,,,0.00022820287267677486,0.0029781365301460028,0.002749933395534754
5,1649,0.00022398115834221244,0.0029249880462884903,0.002701006829738617,,,
5,1699,0.00022546423133462667,0.0028354236856102943,0.0026099595706909895,,,
5,1749,0.0002249192912131548,0.003167498391121626,0.002942579099908471,,,
5,1799,0.0002241750480607152,0.0029378673061728477,0.0027136923745274544,,,
5,1849,0.00022558154887519777,0.0028759220149368048,0.0026503405533730984,,,
5,1899,0.00022491413983516395,0.0026413043960928917,0.0024163902271538973,,,
5,1943,,,,0.00023019296349957585,0.002778664929792285,0.0025484724901616573
6,1949,0.0002246703370474279,0.0027795047499239445,0.0025548343546688557,,,
6,1999,0.0002248758391942829,0.002839893801137805,0.0026150180492550135,,,
6,2049,0.00022505009837914258,0.002659853082150221,0.0024348029401153326,,,
6,2099,0.00022392338723875582,0.0027941521257162094,0.0025702286511659622,,,
6,2149,0.00022502636420540512,0.0025840287562459707,0.002359002362936735,,,
6,2199,0.00022341909061651677,0.0024740903172641993,0.0022506711538881063,,,
6,2249,0.00022395986889023334,0.0027753023896366358,0.0025513425935059786,,,
6,2267,,,,0.0002219316957052797,0.002603934844955802,0.0023820027709007263
7,2299,0.00022550619905814528,0.00270426576025784,0.002478759502992034,,,
7,2349,0.000224028030061163,0.002669645706191659,0.002445617690682411,,,
7,2399,0.00022381362214218825,0.0025519877672195435,0.002328174188733101,,,
7,2449,0.0002244478528155014,0.002505693817511201,0.002281246008351445,,,
7,2499,0.00022443455236498266,0.0024821367114782333,0.002257702173665166,,,
7,2549,0.00022314068337436765,0.0026495710480958223,0.0024264303501695395,,,
7,2591,,,,0.00023058590886648744,0.0029135369695723057,0.0026829515118151903
8,2599,0.0002228862140327692,0.002481178380548954,0.002258292166516185,,,
8,2649,0.0002243303315481171,0.0024516743142157793,0.002227344084531069,,,
8,2699,0.0002254528080811724,0.0023043714463710785,0.0020789187401533127,,,
8,2749,0.00022334758250508457,0.002235105726867914,0.002011758042499423,,,
8,2799,0.00022292502399068326,0.002597619779407978,0.0023746946826577187,,,
